序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期后区开奖号,是否正确,正确的球,正确率
1846,26009,倒数3期两球组合,50,最后1名,1,26010,2 9,否,,0%
1847,26009,倒数4期两球组合,50,第1名,4,26010,2 9,否,,0%
1848,26009,倒数4期两球组合,50,最后1名,5 12,26010,2 9,否,,0%
1849,26009,倒数5期两球组合,50,第1名,3 12,26010,2 9,否,,0%
1850,26009,倒数5期两球组合,50,最后1名,11,26010,2 9,否,,0%
1851,26009,最新一期两球组合,30,第1名,7,26010,2 9,否,,0%
1852,26009,最新一期两球组合,30,最后1名,1 3 11,26010,2 9,否,,0%
1853,26009,倒数2期两球组合,30,第1名,5,26010,2 9,否,,0%
1854,26009,倒数2期两球组合,30,最后1名,2,26010,2 9,是,2,100.0%
1855,26009,倒数3期两球组合,30,第1名,3,26010,2 9,否,,0%
1856,26009,倒数3期两球组合,30,最后1名,6,26010,2 9,否,,0%
1857,26009,倒数4期两球组合,30,第1名,4,26010,2 9,否,,0%
1858,26009,倒数4期两球组合,30,最后1名,1 12,26010,2 9,否,,0%
1859,26009,倒数5期两球组合,30,第1名,5,26010,2 9,否,,0%
1860,26009,倒数5期两球组合,30,最后1名,9 11,26010,2 9,是,9,50.0%
1861,26009,最新一期两球组合,20,第1名,9,26010,2 9,是,9,100.0%
1862,26009,最新一期两球组合,20,最后1名,10,26010,2 9,否,,0%
1863,26009,倒数2期两球组合,20,第1名,5,26010,2 9,否,,0%
1864,26009,倒数2期两球组合,20,最后1名,2 10 12,26010,2 9,是,2,33.3%
1865,26009,倒数3期两球组合,20,第1名,10,26010,2 9,否,,0%
1866,26009,倒数3期两球组合,20,最后1名,6,26010,2 9,否,,0%
1867,26009,倒数4期两球组合,20,第1名,10,26010,2 9,否,,0%
1868,26009,倒数4期两球组合,20,最后1名,1 6 7 8 12,26010,2 9,否,,0%
1869,26009,倒数5期两球组合,20,第1名,5,26010,2 9,否,,0%
1870,26009,倒数5期两球组合,20,最后1名,11,26010,2 9,否,,0%
1871,26009,最新一期两球组合,10,第1名,12,26010,2 9,否,,0%
1872,26009,最新一期两球组合,10,最后1名,5 6 10,26010,2 9,否,,0%
1873,26009,倒数2期两球组合,10,第1名,5,26010,2 9,否,,0%
1874,26009,倒数2期两球组合,10,最后1名,10,26010,2 9,否,,0%
1875,26009,倒数3期两球组合,10,第1名,8,26010,2 9,否,,0%
1876,26009,倒数3期两球组合,10,最后1名,1,26010,2 9,否,,0%
1877,26009,倒数4期两球组合,10,第1名,10,26010,2 9,否,,0%
1878,26009,倒数4期两球组合,10,最后1名,1,26010,2 9,否,,0%
1879,26009,倒数5期两球组合,10,第1名,5,26010,2 9,否,,0%
1880,26009,倒数5期两球组合,10,最后1名,4 9 11,26010,2 9,是,9,33.3%
1881,26008,最新一期两球组合,50,第1名,1,26009,5 8,否,,0%
1882,26008,最新一期两球组合,50,最后1名,3 6 12,26009,5 8,否,,0%
1883,26008,倒数2期两球组合,50,第1名,12,26009,5 8,否,,0%
1884,26008,倒数2期两球组合,50,最后1名,8,26009,5 8,是,8,100.0%
1885,26008,倒数3期两球组合,50,第1名,7,26009,5 8,否,,0%
1886,26008,倒数3期两球组合,50,最后1名,10,26009,5 8,否,,0%
1887,26008,倒数4期两球组合,50,第1名,9,26009,5 8,否,,0%
1888,26008,倒数4期两球组合,50,最后1名,6 7 10,26009,5 8,否,,0%
1889,26008,倒数5期两球组合,50,第1名,5 9,26009,5 8,是,5,50.0%
1890,26008,倒数5期两球组合,50,最后1名,4 11 12,26009,5 8,否,,0%
1891,26008,最新一期两球组合,30,第1名,1,26009,5 8,否,,0%
1892,26008,最新一期两球组合,30,最后1名,2 12,26009,5 8,否,,0%
1893,26008,倒数2期两球组合,30,第1名,8,26009,5 8,是,8,100.0%
1894,26008,倒数2期两球组合,30,最后1名,4,26009,5 8,否,,0%
1895,26008,倒数3期两球组合,30,第1名,1,26009,5 8,否,,0%
1896,26008,倒数3期两球组合,30,最后1名,4,26009,5 8,否,,0%
1897,26008,倒数4期两球组合,30,第1名,8,26009,5 8,是,8,100.0%
1898,26008,倒数4期两球组合,30,最后1名,2,26009,5 8,否,,0%
1899,26008,倒数5期两球组合,30,第1名,5,26009,5 8,是,5,100.0%
1900,26008,倒数5期两球组合,30,最后1名,1 2 10,26009,5 8,否,,0%
1901,26008,最新一期两球组合,20,第1名,4,26009,5 8,否,,0%
1902,26008,最新一期两球组合,20,最后1名,12,26009,5 8,否,,0%
1903,26008,倒数2期两球组合,20,第1名,8,26009,5 8,是,8,100.0%
1904,26008,倒数2期两球组合,20,最后1名,4,26009,5 8,否,,0%
1905,26008,倒数3期两球组合,20,第1名,1,26009,5 8,否,,0%
1906,26008,倒数3期两球组合,20,最后1名,2 4 6 7,26009,5 8,否,,0%
1907,26008,倒数4期两球组合,20,第1名,4 8,26009,5 8,是,8,50.0%
1908,26008,倒数4期两球组合,20,最后1名,1 2 11,26009,5 8,否,,0%
1909,26008,倒数5期两球组合,20,第1名,9,26009,5 8,否,,0%
1910,26008,倒数5期两球组合,20,最后1名,8,26009,5 8,是,8,100.0%
1911,26008,最新一期两球组合,10,第1名,1 4,26009,5 8,否,,0%
1912,26008,最新一期两球组合,10,最后1名,12,26009,5 8,否,,0%
1913,26008,倒数2期两球组合,10,第1名,1,26009,5 8,否,,0%
1914,26008,倒数2期两球组合,10,最后1名,4,26009,5 8,否,,0%
1915,26008,倒数3期两球组合,10,第1名,1,26009,5 8,否,,0%
1916,26008,倒数3期两球组合,10,最后1名,2 11,26009,5 8,否,,0%
1917,26008,倒数4期两球组合,10,第1名,4,26009,5 8,否,,0%
1918,26008,倒数4期两球组合,10,最后1名,2 3,26009,5 8,否,,0%
1919,26008,倒数5期两球组合,10,第1名,11,26009,5 8,否,,0%
1920,26008,倒数5期两球组合,10,最后1名,3,26009,5 8,否,,0%
1921,26007,最新一期两球组合,50,第1名,1,26008,5 11,否,,0%
1922,26007,最新一期两球组合,50,最后1名,5,26008,5 11,是,5,100.0%
1923,26007,倒数2期两球组合,50,第1名,1,26008,5 11,否,,0%
1924,26007,倒数2期两球组合,50,最后1名,3 8 11,26008,5 11,是,11,33.3%
1925,26007,倒数3期两球组合,50,第1名,7,26008,5 11,否,,0%
1926,26007,倒数3期两球组合,50,最后1名,4,26008,5 11,否,,0%
1927,26007,倒数4期两球组合,50,第1名,6,26008,5 11,否,,0%
1928,26007,倒数4期两球组合,50,最后1名,7,26008,5 11,否,,0%
1929,26007,倒数5期两球组合,50,第1名,12,26008,5 11,否,,0%
1930,26007,倒数5期两球组合,50,最后1名,4,26008,5 11,否,,0%
1931,26007,最新一期两球组合,30,第1名,7,26008,5 11,否,,0%
1932,26007,最新一期两球组合,30,最后1名,5 8,26008,5 11,是,5,50.0%
1933,26007,倒数2期两球组合,30,第1名,10,26008,5 11,否,,0%
1934,26007,倒数2期两球组合,30,最后1名,3 6 11,26008,5 11,是,11,33.3%
1935,26007,倒数3期两球组合,30,第1名,3,26008,5 11,否,,0%
1936,26007,倒数3期两球组合,30,最后1名,4 5,26008,5 11,是,5,50.0%
1937,26007,倒数4期两球组合,30,第1名,6,26008,5 11,否,,0%
1938,26007,倒数4期两球组合,30,最后1名,4 12,26008,5 11,否,,0%
1939,26007,倒数5期两球组合,30,第1名,12,26008,5 11,否,,0%
1940,26007,倒数5期两球组合,30,最后1名,4 5,26008,5 11,是,5,50.0%
1941,26007,最新一期两球组合,20,第1名,7,26008,5 11,否,,0%
1942,26007,最新一期两球组合,20,最后1名,10,26008,5 11,否,,0%
1943,26007,倒数2期两球组合,20,第1名,9,26008,5 11,否,,0%
1944,26007,倒数2期两球组合,20,最后1名,6 8,26008,5 11,否,,0%
1945,26007,倒数3期两球组合,20,第1名,3,26008,5 11,否,,0%
1946,26007,倒数3期两球组合,20,最后1名,2 8 9,26008,5 11,否,,0%
1947,26007,倒数4期两球组合,20,第1名,6,26008,5 11,否,,0%
1948,26007,倒数4期两球组合,20,最后1名,4 10,26008,5 11,否,,0%
1949,26007,倒数5期两球组合,20,第1名,3,26008,5 11,否,,0%
1950,26007,倒数5期两球组合,20,最后1名,5,26008,5 11,是,5,100.0%
1951,26007,最新一期两球组合,10,第1名,3,26008,5 11,否,,0%
1952,26007,最新一期两球组合,10,最后1名,10,26008,5 11,否,,0%
1953,26007,倒数2期两球组合,10,第1名,11,26008,5 11,是,11,100.0%
1954,26007,倒数2期两球组合,10,最后1名,8,26008,5 11,否,,0%
1955,26007,倒数3期两球组合,10,第1名,2,26008,5 11,否,,0%
1956,26007,倒数3期两球组合,10,最后1名,1 3 5 7 8 9 11,26008,5 11,是,5 11,28.6%
1957,26007,倒数4期两球组合,10,第1名,5 6,26008,5 11,是,5,50.0%
1958,26007,倒数4期两球组合,10,最后1名,12,26008,5 11,否,,0%
1959,26007,倒数5期两球组合,10,第1名,12,26008,5 11,否,,0%
1960,26007,倒数5期两球组合,10,最后1名,5,26008,5 11,是,5,100.0%
1961,26006,最新一期两球组合,50,第1名,2,26007,3 10,否,,0%
1962,26006,最新一期两球组合,50,最后1名,5,26007,3 10,否,,0%
1963,26006,倒数2期两球组合,50,第1名,9,26007,3 10,否,,0%
1964,26006,倒数2期两球组合,50,最后1名,3 4,26007,3 10,是,3,50.0%
1965,26006,倒数3期两球组合,50,第1名,4,26007,3 10,否,,0%
1966,26006,倒数3期两球组合,50,最后1名,3 7 12,26007,3 10,是,3,33.3%
1967,26006,倒数4期两球组合,50,第1名,3 7 9,26007,3 10,是,3,33.3%
1968,26006,倒数4期两球组合,50,最后1名,5,26007,3 10,否,,0%
1969,26006,倒数5期两球组合,50,第1名,4,26007,3 10,否,,0%
1970,26006,倒数5期两球组合,50,最后1名,1 8 9,26007,3 10,否,,0%
1971,26006,最新一期两球组合,30,第1名,3,26007,3 10,是,3,100.0%
1972,26006,最新一期两球组合,30,最后1名,1 5 10,26007,3 10,是,10,33.3%
1973,26006,倒数2期两球组合,30,第1名,4,26007,3 10,否,,0%
1974,26006,倒数2期两球组合,30,最后1名,3 10,26007,3 10,是,3 10,100.0%
1975,26006,倒数3期两球组合,30,第1名,4,26007,3 10,否,,0%
1976,26006,倒数3期两球组合,30,最后1名,12,26007,3 10,否,,0%
1977,26006,倒数4期两球组合,30,第1名,9,26007,3 10,否,,0%
1978,26006,倒数4期两球组合,30,最后1名,12,26007,3 10,否,,0%
1979,26006,倒数5期两球组合,30,第1名,7,26007,3 10,否,,0%
1980,26006,倒数5期两球组合,30,最后1名,5 6,26007,3 10,否,,0%
1981,26006,最新一期两球组合,20,第1名,3,26007,3 10,是,3,100.0%
1982,26006,最新一期两球组合,20,最后1名,1 5 12,26007,3 10,否,,0%
1983,26006,倒数2期两球组合,20,第1名,5,26007,3 10,否,,0%
1984,26006,倒数2期两球组合,20,最后1名,1,26007,3 10,否,,0%
1985,26006,倒数3期两球组合,20,第1名,10,26007,3 10,是,10,100.0%
1986,26006,倒数3期两球组合,20,最后1名,12,26007,3 10,否,,0%
1987,26006,倒数4期两球组合,20,第1名,5 9,26007,3 10,否,,0%
1988,26006,倒数4期两球组合,20,最后1名,3 8,26007,3 10,是,3,50.0%
1989,26006,倒数5期两球组合,20,第1名,7,26007,3 10,否,,0%
1990,26006,倒数5期两球组合,20,最后1名,5,26007,3 10,否,,0%
1991,26006,最新一期两球组合,10,第1名,3,26007,3 10,是,3,100.0%
1992,26006,最新一期两球组合,10,最后1名,4 5,26007,3 10,否,,0%
1993,26006,倒数2期两球组合,10,第1名,12,26007,3 10,否,,0%
1994,26006,倒数2期两球组合,10,最后1名,7,26007,3 10,否,,0%
1995,26006,倒数3期两球组合,10,第1名,1 6,26007,3 10,否,,0%
1996,26006,倒数3期两球组合,10,最后1名,12,26007,3 10,否,,0%
1997,26006,倒数4期两球组合,10,第1名,7 9 11,26007,3 10,否,,0%
1998,26006,倒数4期两球组合,10,最后1名,12,26007,3 10,否,,0%
1999,26006,倒数5期两球组合,10,第1名,7,26007,3 10,否,,0%
2000,26006,倒数5期两球组合,10,最后1名,3 5,26007,3 10,是,3,50.0%
2001,26005,最新一期两球组合,50,第1名,9,26006,6 12,否,,0%
2002,26005,最新一期两球组合,50,最后1名,3 5,26006,6 12,否,,0%
2003,26005,倒数2期两球组合,50,第1名,9,26006,6 12,否,,0%
2004,26005,倒数2期两球组合,50,最后1名,3,26006,6 12,否,,0%
2005,26005,倒数3期两球组合,50,第1名,11,26006,6 12,否,,0%
2006,26005,倒数3期两球组合,50,最后1名,2 3,26006,6 12,否,,0%
2007,26005,倒数4期两球组合,50,第1名,8,26006,6 12,否,,0%
2008,26005,倒数4期两球组合,50,最后1名,4,26006,6 12,否,,0%
2009,26005,倒数5期两球组合,50,第1名,3,26006,6 12,否,,0%
2010,26005,倒数5期两球组合,50,最后1名,4 6,26006,6 12,是,6,50.0%
2011,26005,最新一期两球组合,30,第1名,5 12,26006,6 12,是,12,50.0%
2012,26005,最新一期两球组合,30,最后1名,10,26006,6 12,否,,0%
2013,26005,倒数2期两球组合,30,第1名,9,26006,6 12,否,,0%
2014,26005,倒数2期两球组合,30,最后1名,8,26006,6 12,否,,0%
2015,26005,倒数3期两球组合,30,第1名,7,26006,6 12,否,,0%
2016,26005,倒数3期两球组合,30,最后1名,4,26006,6 12,否,,0%
2017,26005,倒数4期两球组合,30,第1名,8,26006,6 12,否,,0%
2018,26005,倒数4期两球组合,30,最后1名,4 6,26006,6 12,是,6,50.0%
2019,26005,倒数5期两球组合,30,第1名,3,26006,6 12,否,,0%
2020,26005,倒数5期两球组合,30,最后1名,11,26006,6 12,否,,0%
2021,26005,最新一期两球组合,20,第1名,12,26006,6 12,是,12,100.0%
2022,26005,最新一期两球组合,20,最后1名,4,26006,6 12,否,,0%
2023,26005,倒数2期两球组合,20,第1名,2,26006,6 12,否,,0%
2024,26005,倒数2期两球组合,20,最后1名,4 5 8,26006,6 12,否,,0%
2025,26005,倒数3期两球组合,20,第1名,7,26006,6 12,否,,0%
2026,26005,倒数3期两球组合,20,最后1名,1 4 5 8,26006,6 12,否,,0%
2027,26005,倒数4期两球组合,20,第1名,8,26006,6 12,否,,0%
2028,26005,倒数4期两球组合,20,最后1名,10,26006,6 12,否,,0%
2029,26005,倒数5期两球组合,20,第1名,3,26006,6 12,否,,0%
2030,26005,倒数5期两球组合,20,最后1名,2 5,26006,6 12,否,,0%
2031,26005,最新一期两球组合,10,第1名,12,26006,6 12,是,12,100.0%
2032,26005,最新一期两球组合,10,最后1名,2 6,26006,6 12,是,6,50.0%
2033,26005,倒数2期两球组合,10,第1名,7 9,26006,6 12,否,,0%
2034,26005,倒数2期两球组合,10,最后1名,5 6,26006,6 12,是,6,50.0%
2035,26005,倒数3期两球组合,10,第1名,11,26006,6 12,否,,0%
2036,26005,倒数3期两球组合,10,最后1名,12,26006,6 12,是,12,100.0%
2037,26005,倒数4期两球组合,10,第1名,9,26006,6 12,否,,0%
2038,26005,倒数4期两球组合,10,最后1名,7 10,26006,6 12,否,,0%
2039,26005,倒数5期两球组合,10,第1名,12,26006,6 12,是,12,100.0%
2040,26005,倒数5期两球组合,10,最后1名,2,26006,6 12,否,,0%
2041,26004,最新一期两球组合,50,第1名,11,26005,6 11,是,11,100.0%
2042,26004,最新一期两球组合,50,最后1名,8 12,26005,6 11,否,,0%
2043,26004,倒数2期两球组合,50,第1名,6,26005,6 11,是,6,100.0%
2044,26004,倒数2期两球组合,50,最后1名,2,26005,6 11,否,,0%
2045,26004,倒数3期两球组合,50,第1名,4,26005,6 11,否,,0%
2046,26004,倒数3期两球组合,50,最后1名,7 10,26005,6 11,否,,0%
2047,26004,倒数4期两球组合,50,第1名,10,26005,6 11,否,,0%
2048,26004,倒数4期两球组合,50,最后1名,11,26005,6 11,是,11,100.0%
2049,26004,倒数5期两球组合,50,第1名,8,26005,6 11,否,,0%
2050,26004,倒数5期两球组合,50,最后1名,10 12,26005,6 11,否,,0%
2051,26004,最新一期两球组合,30,第1名,2,26005,6 11,否,,0%
2052,26004,最新一期两球组合,30,最后1名,7 10 11,26005,6 11,是,11,33.3%
2053,26004,倒数2期两球组合,30,第1名,3,26005,6 11,否,,0%
2054,26004,倒数2期两球组合,30,最后1名,2 5,26005,6 11,否,,0%
2055,26004,倒数3期两球组合,30,第1名,2,26005,6 11,否,,0%
2056,26004,倒数3期两球组合,30,最后1名,6,26005,6 11,是,6,100.0%
2057,26004,倒数4期两球组合,30,第1名,2,26005,6 11,否,,0%
2058,26004,倒数4期两球组合,30,最后1名,3 6 7,26005,6 11,是,6,33.3%
2059,26004,倒数5期两球组合,30,第1名,5,26005,6 11,否,,0%
2060,26004,倒数5期两球组合,30,最后1名,4 11,26005,6 11,是,11,50.0%
2061,26004,最新一期两球组合,20,第1名,8,26005,6 11,否,,0%
2062,26004,最新一期两球组合,20,最后1名,5 10,26005,6 11,否,,0%
2063,26004,倒数2期两球组合,20,第1名,7,26005,6 11,否,,0%
2064,26004,倒数2期两球组合,20,最后1名,5,26005,6 11,否,,0%
2065,26004,倒数3期两球组合,20,第1名,11,26005,6 11,是,11,100.0%
2066,26004,倒数3期两球组合,20,最后1名,10,26005,6 11,否,,0%
2067,26004,倒数4期两球组合,20,第1名,10,26005,6 11,否,,0%
2068,26004,倒数4期两球组合,20,最后1名,6,26005,6 11,是,6,100.0%
2069,26004,倒数5期两球组合,20,第1名,8,26005,6 11,否,,0%
2070,26004,倒数5期两球组合,20,最后1名,7,26005,6 11,否,,0%
2071,26004,最新一期两球组合,10,第1名,8,26005,6 11,否,,0%
2072,26004,最新一期两球组合,10,最后1名,12,26005,6 11,否,,0%
2073,26004,倒数2期两球组合,10,第1名,3 9,26005,6 11,否,,0%
2074,26004,倒数2期两球组合,10,最后1名,10,26005,6 11,否,,0%
2075,26004,倒数3期两球组合,10,第1名,4,26005,6 11,否,,0%
2076,26004,倒数3期两球组合,10,最后1名,10,26005,6 11,否,,0%
2077,26004,倒数4期两球组合,10,第1名,5,26005,6 11,否,,0%
2078,26004,倒数4期两球组合,10,最后1名,8 9,26005,6 11,否,,0%
2079,26004,倒数5期两球组合,10,第1名,8,26005,6 11,否,,0%
2080,26004,倒数5期两球组合,10,最后1名,3 7 10 11 12,26005,6 11,是,11,20.0%
2081,26003,最新一期两球组合,50,第1名,7,26004,9 5,否,,0%
2082,26003,最新一期两球组合,50,最后1名,8,26004,9 5,否,,0%
2083,26003,倒数2期两球组合,50,第1名,3,26004,9 5,否,,0%
2084,26003,倒数2期两球组合,50,最后1名,1,26004,9 5,否,,0%
2085,26003,倒数3期两球组合,50,第1名,10 11,26004,9 5,否,,0%
2086,26003,倒数3期两球组合,50,最后1名,3 5,26004,9 5,是,5,50.0%
2087,26003,倒数4期两球组合,50,第1名,4,26004,9 5,否,,0%
2088,26003,倒数4期两球组合,50,最后1名,1,26004,9 5,否,,0%
2089,26003,倒数5期两球组合,50,第1名,8,26004,9 5,否,,0%
2090,26003,倒数5期两球组合,50,最后1名,11,26004,9 5,否,,0%
2091,26003,最新一期两球组合,30,第1名,7,26004,9 5,否,,0%
2092,26003,最新一期两球组合,30,最后1名,8,26004,9 5,否,,0%
2093,26003,倒数2期两球组合,30,第1名,3,26004,9 5,否,,0%
2094,26003,倒数2期两球组合,30,最后1名,1,26004,9 5,否,,0%
2095,26003,倒数3期两球组合,30,第1名,1,26004,9 5,否,,0%
2096,26003,倒数3期两球组合,30,最后1名,7,26004,9 5,否,,0%
2097,26003,倒数4期两球组合,30,第1名,12,26004,9 5,否,,0%
2098,26003,倒数4期两球组合,30,最后1名,3 8 10,26004,9 5,否,,0%
2099,26003,倒数5期两球组合,30,第1名,4,26004,9 5,否,,0%
2100,26003,倒数5期两球组合,30,最后1名,2 3,26004,9 5,否,,0%
2101,26003,最新一期两球组合,20,第1名,1,26004,9 5,否,,0%
2102,26003,最新一期两球组合,20,最后1名,5 6,26004,9 5,是,5,50.0%
2103,26003,倒数2期两球组合,20,第1名,11,26004,9 5,否,,0%
2104,26003,倒数2期两球组合,20,最后1名,1,26004,9 5,否,,0%
2105,26003,倒数3期两球组合,20,第1名,10 11,26004,9 5,否,,0%
2106,26003,倒数3期两球组合,20,最后1名,3 7,26004,9 5,否,,0%
2107,26003,倒数4期两球组合,20,第1名,4,26004,9 5,否,,0%
2108,26003,倒数4期两球组合,20,最后1名,8,26004,9 5,否,,0%
2109,26003,倒数5期两球组合,20,第1名,7,26004,9 5,否,,0%
2110,26003,倒数5期两球组合,20,最后1名,5,26004,9 5,是,5,100.0%
2111,26003,最新一期两球组合,10,第1名,2 10,26004,9 5,否,,0%
2112,26003,最新一期两球组合,10,最后1名,6,26004,9 5,否,,0%
2113,26003,倒数2期两球组合,10,第1名,2,26004,9 5,否,,0%
2114,26003,倒数2期两球组合,10,最后1名,1,26004,9 5,否,,0%
2115,26003,倒数3期两球组合,10,第1名,11,26004,9 5,否,,0%
2116,26003,倒数3期两球组合,10,最后1名,3,26004,9 5,否,,0%
2117,26003,倒数4期两球组合,10,第1名,4,26004,9 5,否,,0%
2118,26003,倒数4期两球组合,10,最后1名,2,26004,9 5,否,,0%
2119,26003,倒数5期两球组合,10,第1名,1 2 3 6 7 8,26004,9 5,否,,0%
2120,26003,倒数5期两球组合,10,最后1名,5 10,26004,9 5,是,5,50.0%
2121,26002,最新一期两球组合,50,第1名,2,26003,2 4,是,2,100.0%
2122,26002,最新一期两球组合,50,最后1名,5 8,26003,2 4,否,,0%
2123,26002,倒数2期两球组合,50,第1名,6,26003,2 4,否,,0%
2124,26002,倒数2期两球组合,50,最后1名,4,26003,2 4,是,4,100.0%
2125,26002,倒数3期两球组合,50,第1名,10,26003,2 4,否,,0%
2126,26002,倒数3期两球组合,50,最后1名,3 5 11,26003,2 4,否,,0%
2127,26002,倒数4期两球组合,50,第1名,5,26003,2 4,否,,0%
2128,26002,倒数4期两球组合,50,最后1名,8,26003,2 4,否,,0%
2129,26002,倒数5期两球组合,50,第1名,8,26003,2 4,否,,0%
2130,26002,倒数5期两球组合,50,最后1名,6 12,26003,2 4,否,,0%
2131,26002,最新一期两球组合,30,第1名,12,26003,2 4,否,,0%
2132,26002,最新一期两球组合,30,最后1名,6 8,26003,2 4,否,,0%
2133,26002,倒数2期两球组合,30,第1名,8,26003,2 4,否,,0%
2134,26002,倒数2期两球组合,30,最后1名,4,26003,2 4,是,4,100.0%
2135,26002,倒数3期两球组合,30,第1名,1,26003,2 4,否,,0%
2136,26002,倒数3期两球组合,30,最后1名,5,26003,2 4,否,,0%
2137,26002,倒数4期两球组合,30,第1名,5,26003,2 4,否,,0%
2138,26002,倒数4期两球组合,30,最后1名,2 8,26003,2 4,是,2,50.0%
2139,26002,倒数5期两球组合,30,第1名,8,26003,2 4,否,,0%
2140,26002,倒数5期两球组合,30,最后1名,4 5 6 11,26003,2 4,是,4,25.0%
2141,26002,最新一期两球组合,20,第1名,1,26003,2 4,否,,0%
2142,26002,最新一期两球组合,20,最后1名,4 12,26003,2 4,是,4,50.0%
2143,26002,倒数2期两球组合,20,第1名,7,26003,2 4,否,,0%
2144,26002,倒数2期两球组合,20,最后1名,1 4,26003,2 4,是,4,50.0%
2145,26002,倒数3期两球组合,20,第1名,1,26003,2 4,否,,0%
2146,26002,倒数3期两球组合,20,最后1名,2,26003,2 4,是,2,100.0%
2147,26002,倒数4期两球组合,20,第1名,10,26003,2 4,否,,0%
2148,26002,倒数4期两球组合,20,最后1名,1 2,26003,2 4,是,2,50.0%
2149,26002,倒数5期两球组合,20,第1名,8,26003,2 4,否,,0%
2150,26002,倒数5期两球组合,20,最后1名,4 5,26003,2 4,是,4,50.0%
2151,26002,最新一期两球组合,10,第1名,5,26003,2 4,否,,0%
2152,26002,最新一期两球组合,10,最后1名,8,26003,2 4,否,,0%
2153,26002,倒数2期两球组合,10,第1名,7,26003,2 4,否,,0%
2154,26002,倒数2期两球组合,10,最后1名,4,26003,2 4,是,4,100.0%
2155,26002,倒数3期两球组合,10,第1名,4,26003,2 4,是,4,100.0%
2156,26002,倒数3期两球组合,10,最后1名,5 9,26003,2 4,否,,0%
2157,26002,倒数4期两球组合,10,第1名,9,26003,2 4,否,,0%
2158,26002,倒数4期两球组合,10,最后1名,1 6 11,26003,2 4,否,,0%
2159,26002,倒数5期两球组合,10,第1名,4,26003,2 4,是,4,100.0%
2160,26002,倒数5期两球组合,10,最后1名,1 11,26003,2 4,否,,0%
2161,26001,最新一期两球组合,50,第1名,2,26002,7 8,否,,0%
2162,26001,最新一期两球组合,50,最后1名,5 10,26002,7 8,否,,0%
2163,26001,倒数2期两球组合,50,第1名,12,26002,7 8,否,,0%
2164,26001,倒数2期两球组合,50,最后1名,5 8 10,26002,7 8,是,8,33.3%
2165,26001,倒数3期两球组合,50,第1名,5 9,26002,7 8,否,,0%
2166,26001,倒数3期两球组合,50,最后1名,1 7 10,26002,7 8,是,7,33.3%
2167,26001,倒数4期两球组合,50,第1名,3,26002,7 8,否,,0%
2168,26001,倒数4期两球组合,50,最后1名,5,26002,7 8,否,,0%
2169,26001,倒数5期两球组合,50,第1名,9,26002,7 8,否,,0%
2170,26001,倒数5期两球组合,50,最后1名,8,26002,7 8,是,8,100.0%
2171,26001,最新一期两球组合,30,第1名,1,26002,7 8,否,,0%
2172,26001,最新一期两球组合,30,最后1名,8,26002,7 8,是,8,100.0%
2173,26001,倒数2期两球组合,30,第1名,4,26002,7 8,否,,0%
2174,26001,倒数2期两球组合,30,最后1名,3,26002,7 8,否,,0%
2175,26001,倒数3期两球组合,30,第1名,4,26002,7 8,否,,0%
2176,26001,倒数3期两球组合,30,最后1名,7 12,26002,7 8,是,7,50.0%
2177,26001,倒数4期两球组合,30,第1名,4,26002,7 8,否,,0%
2178,26001,倒数4期两球组合,30,最后1名,5 6 8,26002,7 8,是,8,33.3%
2179,26001,倒数5期两球组合,30,第1名,9,26002,7 8,否,,0%
2180,26001,倒数5期两球组合,30,最后1名,1 2 3 5 6 10,26002,7 8,否,,0%
2181,26001,最新一期两球组合,20,第1名,11,26002,7 8,否,,0%
2182,26001,最新一期两球组合,20,最后1名,5,26002,7 8,否,,0%
2183,26001,倒数2期两球组合,20,第1名,12,26002,7 8,否,,0%
2184,26001,倒数2期两球组合,20,最后1名,8 10,26002,7 8,是,8,50.0%
2185,26001,倒数3期两球组合,20,第1名,11,26002,7 8,否,,0%
2186,26001,倒数3期两球组合,20,最后1名,12,26002,7 8,否,,0%
2187,26001,倒数4期两球组合,20,第1名,3,26002,7 8,否,,0%
2188,26001,倒数4期两球组合,20,最后1名,2 5 8,26002,7 8,是,8,33.3%
2189,26001,倒数5期两球组合,20,第1名,9,26002,7 8,否,,0%
2190,26001,倒数5期两球组合,20,最后1名,4,26002,7 8,否,,0%
2191,26001,最新一期两球组合,10,第1名,10,26002,7 8,否,,0%
2192,26001,最新一期两球组合,10,最后1名,2 4,26002,7 8,否,,0%
2193,26001,倒数2期两球组合,10,第1名,1,26002,7 8,否,,0%
2194,26001,倒数2期两球组合,10,最后1名,7,26002,7 8,是,7,100.0%
2195,26001,倒数3期两球组合,10,第1名,3,26002,7 8,否,,0%
2196,26001,倒数3期两球组合,10,最后1名,7,26002,7 8,是,7,100.0%
2197,26001,倒数4期两球组合,10,第1名,1 11,26002,7 8,否,,0%
2198,26001,倒数4期两球组合,10,最后1名,8,26002,7 8,是,8,100.0%
2199,26001,倒数5期两球组合,10,第1名,7,26002,7 8,是,7,100.0%
2200,26001,倒数5期两球组合,10,最后1名,5,26002,7 8,否,,0%
2201,25150,最新一期两球组合,50,第1名,3,25151,,否,,0%
2202,25150,最新一期两球组合,50,最后1名,2 10,25151,,否,,0%
2203,25150,倒数2期两球组合,50,第1名,8,25151,,否,,0%
