序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期前区开奖号,是否正确,正确的球,正确率
1880,26009,倒数5期两球组合,10,最后1名,26 4,26010,26 3 13 2 18,是,26,50.0%
1881,26008,最新一期两球组合,50,第1名,11,26009,12 13 33 14 5,否,,0%
1882,26008,最新一期两球组合,50,最后1名,12,26009,12 13 33 14 5,是,12,100.0%
1883,26008,倒数2期两球组合,50,第1名,5,26009,12 13 33 14 5,是,5,100.0%
1884,26008,倒数2期两球组合,50,最后1名,13,26009,12 13 33 14 5,是,13,100.0%
1885,26008,倒数3期两球组合,50,第1名,33,26009,12 13 33 14 5,是,33,100.0%
1886,26008,倒数3期两球组合,50,最后1名,4,26009,12 13 33 14 5,否,,0%
1887,26008,倒数4期两球组合,50,第1名,21,26009,12 13 33 14 5,否,,0%
1888,26008,倒数4期两球组合,50,最后1名,35 25 1,26009,12 13 33 14 5,否,,0%
1889,26008,倒数5期两球组合,50,第1名,6,26009,12 13 33 14 5,否,,0%
1890,26008,倒数5期两球组合,50,最后1名,2,26009,12 13 33 14 5,否,,0%
1891,26008,最新一期两球组合,30,第1名,11,26009,12 13 33 14 5,否,,0%
1892,26008,最新一期两球组合,30,最后1名,12,26009,12 13 33 14 5,是,12,100.0%
1893,26008,倒数2期两球组合,30,第1名,33,26009,12 13 33 14 5,是,33,100.0%
1894,26008,倒数2期两球组合,30,最后1名,29 14 10,26009,12 13 33 14 5,是,14,33.3%
1895,26008,倒数3期两球组合,30,第1名,33,26009,12 13 33 14 5,是,33,100.0%
1896,26008,倒数3期两球组合,30,最后1名,4,26009,12 13 33 14 5,否,,0%
1897,26008,倒数4期两球组合,30,第1名,3,26009,12 13 33 14 5,否,,0%
1898,26008,倒数4期两球组合,30,最后1名,33 22 27,26009,12 13 33 14 5,是,33,33.3%
1899,26008,倒数5期两球组合,30,第1名,3,26009,12 13 33 14 5,否,,0%
1900,26008,倒数5期两球组合,30,最后1名,13,26009,12 13 33 14 5,是,13,100.0%
1901,26008,最新一期两球组合,20,第1名,4,26009,12 13 33 14 5,否,,0%
1902,26008,最新一期两球组合,20,最后1名,12,26009,12 13 33 14 5,是,12,100.0%
1903,26008,倒数2期两球组合,20,第1名,17,26009,12 13 33 14 5,否,,0%
1904,26008,倒数2期两球组合,20,最后1名,14,26009,12 13 33 14 5,是,14,100.0%
1905,26008,倒数3期两球组合,20,第1名,33,26009,12 13 33 14 5,是,33,100.0%
1906,26008,倒数3期两球组合,20,最后1名,31,26009,12 13 33 14 5,否,,0%
1907,26008,倒数4期两球组合,20,第1名,6,26009,12 13 33 14 5,否,,0%
1908,26008,倒数4期两球组合,20,最后1名,10 14 28,26009,12 13 33 14 5,是,14,33.3%
1909,26008,倒数5期两球组合,20,第1名,17,26009,12 13 33 14 5,否,,0%
1910,26008,倒数5期两球组合,20,最后1名,28 26 35 32 1 13,26009,12 13 33 14 5,是,13,16.7%
1911,26008,最新一期两球组合,10,第1名,11,26009,12 13 33 14 5,否,,0%
1912,26008,最新一期两球组合,10,最后1名,12,26009,12 13 33 14 5,是,12,100.0%
1913,26008,倒数2期两球组合,10,第1名,27,26009,12 13 33 14 5,否,,0%
1914,26008,倒数2期两球组合,10,最后1名,15 19 18 25 4 13,26009,12 13 33 14 5,是,13,16.7%
1915,26008,倒数3期两球组合,10,第1名,33,26009,12 13 33 14 5,是,33,100.0%
1916,26008,倒数3期两球组合,10,最后1名,4 24,26009,12 13 33 14 5,否,,0%
1917,26008,倒数4期两球组合,10,第1名,3,26009,12 13 33 14 5,否,,0%
1918,26008,倒数4期两球组合,10,最后1名,28 14,26009,12 13 33 14 5,是,14,50.0%
1919,26008,倒数5期两球组合,10,第1名,3,26009,12 13 33 14 5,否,,0%
1920,26008,倒数5期两球组合,10,最后1名,12 26 27 11 35 13,26009,12 13 33 14 5,是,12 13,33.3%
1921,26007,最新一期两球组合,50,第1名,33,26008,17 21 3 6 33,是,33,100.0%
1922,26007,最新一期两球组合,50,最后1名,13,26008,17 21 3 6 33,否,,0%
1923,26007,倒数2期两球组合,50,第1名,13,26008,17 21 3 6 33,否,,0%
1924,26007,倒数2期两球组合,50,最后1名,15,26008,17 21 3 6 33,否,,0%
1925,26007,倒数3期两球组合,50,第1名,19,26008,17 21 3 6 33,否,,0%
1926,26007,倒数3期两球组合,50,最后1名,16,26008,17 21 3 6 33,否,,0%
1927,26007,倒数4期两球组合,50,第1名,15,26008,17 21 3 6 33,否,,0%
1928,26007,倒数4期两球组合,50,最后1名,11 30,26008,17 21 3 6 33,否,,0%
1929,26007,倒数5期两球组合,50,第1名,26,26008,17 21 3 6 33,否,,0%
1930,26007,倒数5期两球组合,50,最后1名,7 34,26008,17 21 3 6 33,否,,0%
1931,26007,最新一期两球组合,30,第1名,5,26008,17 21 3 6 33,否,,0%
1932,26007,最新一期两球组合,30,最后1名,13,26008,17 21 3 6 33,否,,0%
1933,26007,倒数2期两球组合,30,第1名,1,26008,17 21 3 6 33,否,,0%
1934,26007,倒数2期两球组合,30,最后1名,35,26008,17 21 3 6 33,否,,0%
1935,26007,倒数3期两球组合,30,第1名,19,26008,17 21 3 6 33,否,,0%
1936,26007,倒数3期两球组合,30,最后1名,30 5 34 25 2 7 10,26008,17 21 3 6 33,否,,0%
1937,26007,倒数4期两球组合,30,第1名,2,26008,17 21 3 6 33,否,,0%
1938,26007,倒数4期两球组合,30,最后1名,32 12 21 16 31,26008,17 21 3 6 33,是,21,20.0%
1939,26007,倒数5期两球组合,30,第1名,20,26008,17 21 3 6 33,否,,0%
1940,26007,倒数5期两球组合,30,最后1名,35 34,26008,17 21 3 6 33,否,,0%
1941,26007,最新一期两球组合,20,第1名,33,26008,17 21 3 6 33,是,33,100.0%
1942,26007,最新一期两球组合,20,最后1名,13,26008,17 21 3 6 33,否,,0%
1943,26007,倒数2期两球组合,20,第1名,13,26008,17 21 3 6 33,否,,0%
1944,26007,倒数2期两球组合,20,最后1名,15,26008,17 21 3 6 33,否,,0%
1945,26007,倒数3期两球组合,20,第1名,1,26008,17 21 3 6 33,否,,0%
1946,26007,倒数3期两球组合,20,最后1名,31 14,26008,17 21 3 6 33,否,,0%
1947,26007,倒数4期两球组合,20,第1名,19,26008,17 21 3 6 33,否,,0%
1948,26007,倒数4期两球组合,20,最后1名,16,26008,17 21 3 6 33,否,,0%
1949,26007,倒数5期两球组合,20,第1名,20,26008,17 21 3 6 33,否,,0%
1950,26007,倒数5期两球组合,20,最后1名,8 22 29 23 24 35 5 27 34,26008,17 21 3 6 33,否,,0%
1951,26007,最新一期两球组合,10,第1名,5,26008,17 21 3 6 33,否,,0%
1952,26007,最新一期两球组合,10,最后1名,13,26008,17 21 3 6 33,否,,0%
1953,26007,倒数2期两球组合,10,第1名,1,26008,17 21 3 6 33,否,,0%
1954,26007,倒数2期两球组合,10,最后1名,15,26008,17 21 3 6 33,否,,0%
1955,26007,倒数3期两球组合,10,第1名,26,26008,17 21 3 6 33,否,,0%
1956,26007,倒数3期两球组合,10,最后1名,12,26008,17 21 3 6 33,否,,0%
1957,26007,倒数4期两球组合,10,第1名,3,26008,17 21 3 6 33,是,3,100.0%
1958,26007,倒数4期两球组合,10,最后1名,32 24,26008,17 21 3 6 33,否,,0%
1959,26007,倒数5期两球组合,10,第1名,20,26008,17 21 3 6 33,否,,0%
1960,26007,倒数5期两球组合,10,最后1名,15 16 29 23 7 5 31 10 34,26008,17 21 3 6 33,否,,0%
1961,26006,最新一期两球组合,50,第1名,24,26007,13 1 20 3 26,否,,0%
1962,26006,最新一期两球组合,50,最后1名,14,26007,13 1 20 3 26,否,,0%
1963,26006,倒数2期两球组合,50,第1名,10,26007,13 1 20 3 26,否,,0%
1964,26006,倒数2期两球组合,50,最后1名,7,26007,13 1 20 3 26,否,,0%
1965,26006,倒数3期两球组合,50,第1名,5,26007,13 1 20 3 26,否,,0%
1966,26006,倒数3期两球组合,50,最后1名,25 8,26007,13 1 20 3 26,否,,0%
1967,26006,倒数4期两球组合,50,第1名,23,26007,13 1 20 3 26,否,,0%
1968,26006,倒数4期两球组合,50,最后1名,20,26007,13 1 20 3 26,是,20,100.0%
1969,26006,倒数5期两球组合,50,第1名,35,26007,13 1 20 3 26,否,,0%
1970,26006,倒数5期两球组合,50,最后1名,2,26007,13 1 20 3 26,否,,0%
1971,26006,最新一期两球组合,30,第1名,1,26007,13 1 20 3 26,是,1,100.0%
1972,26006,最新一期两球组合,30,最后1名,14,26007,13 1 20 3 26,否,,0%
1973,26006,倒数2期两球组合,30,第1名,22,26007,13 1 20 3 26,否,,0%
1974,26006,倒数2期两球组合,30,最后1名,7 31 20 6,26007,13 1 20 3 26,是,20,25.0%
1975,26006,倒数3期两球组合,30,第1名,23,26007,13 1 20 3 26,否,,0%
1976,26006,倒数3期两球组合,30,最后1名,29 24,26007,13 1 20 3 26,否,,0%
1977,26006,倒数4期两球组合,30,第1名,35,26007,13 1 20 3 26,否,,0%
1978,26006,倒数4期两球组合,30,最后1名,26 24 16,26007,13 1 20 3 26,是,26,33.3%
1979,26006,倒数5期两球组合,30,第1名,19,26007,13 1 20 3 26,否,,0%
1980,26006,倒数5期两球组合,30,最后1名,30,26007,13 1 20 3 26,否,,0%
1981,26006,最新一期两球组合,20,第1名,1,26007,13 1 20 3 26,是,1,100.0%
1982,26006,最新一期两球组合,20,最后1名,2 19 10 22,26007,13 1 20 3 26,否,,0%
1983,26006,倒数2期两球组合,20,第1名,5,26007,13 1 20 3 26,否,,0%
1984,26006,倒数2期两球组合,20,最后1名,7,26007,13 1 20 3 26,否,,0%
1985,26006,倒数3期两球组合,20,第1名,35,26007,13 1 20 3 26,否,,0%
1986,26006,倒数3期两球组合,20,最后1名,29 18 24,26007,13 1 20 3 26,否,,0%
1987,26006,倒数4期两球组合,20,第1名,23,26007,13 1 20 3 26,否,,0%
1988,26006,倒数4期两球组合,20,最后1名,24,26007,13 1 20 3 26,否,,0%
1989,26006,倒数5期两球组合,20,第1名,22,26007,13 1 20 3 26,否,,0%
1990,26006,倒数5期两球组合,20,最后1名,2 5 6 33 1 25 13,26007,13 1 20 3 26,是,1 13,28.6%
1991,26006,最新一期两球组合,10,第1名,1,26007,13 1 20 3 26,是,1,100.0%
1992,26006,最新一期两球组合,10,最后1名,8 27 26 9 4 30,26007,13 1 20 3 26,是,26,16.7%
1993,26006,倒数2期两球组合,10,第1名,5,26007,13 1 20 3 26,否,,0%
1994,26006,倒数2期两球组合,10,最后1名,7,26007,13 1 20 3 26,否,,0%
1995,26006,倒数3期两球组合,10,第1名,35,26007,13 1 20 3 26,否,,0%
1996,26006,倒数3期两球组合,10,最后1名,20 10 34,26007,13 1 20 3 26,是,20,33.3%
1997,26006,倒数4期两球组合,10,第1名,18,26007,13 1 20 3 26,否,,0%
1998,26006,倒数4期两球组合,10,最后1名,20 30 11 28 9 26 24 34 16,26007,13 1 20 3 26,是,20 26,22.2%
1999,26006,倒数5期两球组合,10,第1名,35,26007,13 1 20 3 26,否,,0%
2000,26006,倒数5期两球组合,10,最后1名,10 3 11,26007,13 1 20 3 26,是,3,33.3%
2001,26005,最新一期两球组合,50,第1名,33,26006,35 18 12 5 23,否,,0%
2002,26005,最新一期两球组合,50,最后1名,13,26006,35 18 12 5 23,否,,0%
2003,26005,倒数2期两球组合,50,第1名,5,26006,35 18 12 5 23,是,5,100.0%
2004,26005,倒数2期两球组合,50,最后1名,34,26006,35 18 12 5 23,否,,0%
2005,26005,倒数3期两球组合,50,第1名,16,26006,35 18 12 5 23,否,,0%
2006,26005,倒数3期两球组合,50,最后1名,29 22 20,26006,35 18 12 5 23,否,,0%
2007,26005,倒数4期两球组合,50,第1名,7,26006,35 18 12 5 23,否,,0%
2008,26005,倒数4期两球组合,50,最后1名,25,26006,35 18 12 5 23,否,,0%
2009,26005,倒数5期两球组合,50,第1名,16,26006,35 18 12 5 23,否,,0%
2010,26005,倒数5期两球组合,50,最后1名,32,26006,35 18 12 5 23,否,,0%
2011,26005,最新一期两球组合,30,第1名,29,26006,35 18 12 5 23,否,,0%
2012,26005,最新一期两球组合,30,最后1名,13,26006,35 18 12 5 23,否,,0%
2013,26005,倒数2期两球组合,30,第1名,23,26006,35 18 12 5 23,是,23,100.0%
2014,26005,倒数2期两球组合,30,最后1名,25 19,26006,35 18 12 5 23,否,,0%
2015,26005,倒数3期两球组合,30,第1名,7,26006,35 18 12 5 23,否,,0%
2016,26005,倒数3期两球组合,30,最后1名,33,26006,35 18 12 5 23,否,,0%
2017,26005,倒数4期两球组合,30,第1名,4,26006,35 18 12 5 23,否,,0%
2018,26005,倒数4期两球组合,30,最后1名,13 19 20,26006,35 18 12 5 23,否,,0%
2019,26005,倒数5期两球组合,30,第1名,22,26006,35 18 12 5 23,否,,0%
2020,26005,倒数5期两球组合,30,最后1名,24,26006,35 18 12 5 23,否,,0%
2021,26005,最新一期两球组合,20,第1名,35,26006,35 18 12 5 23,是,35,100.0%
2022,26005,最新一期两球组合,20,最后1名,13,26006,35 18 12 5 23,否,,0%
2023,26005,倒数2期两球组合,20,第1名,33,26006,35 18 12 5 23,否,,0%
2024,26005,倒数2期两球组合,20,最后1名,34,26006,35 18 12 5 23,否,,0%
2025,26005,倒数3期两球组合,20,第1名,32,26006,35 18 12 5 23,否,,0%
2026,26005,倒数3期两球组合,20,最后1名,30 8 33,26006,35 18 12 5 23,否,,0%
2027,26005,倒数4期两球组合,20,第1名,35,26006,35 18 12 5 23,是,35,100.0%
2028,26005,倒数4期两球组合,20,最后1名,20,26006,35 18 12 5 23,否,,0%
2029,26005,倒数5期两球组合,20,第1名,16,26006,35 18 12 5 23,否,,0%
2030,26005,倒数5期两球组合,20,最后1名,26 30 20 6 12 7 24,26006,35 18 12 5 23,是,12,14.3%
2031,26005,最新一期两球组合,10,第1名,8,26006,35 18 12 5 23,否,,0%
2032,26005,最新一期两球组合,10,最后1名,16 13,26006,35 18 12 5 23,否,,0%
2033,26005,倒数2期两球组合,10,第1名,4,26006,35 18 12 5 23,否,,0%
2034,26005,倒数2期两球组合,10,最后1名,34,26006,35 18 12 5 23,否,,0%
2035,26005,倒数3期两球组合,10,第1名,23,26006,35 18 12 5 23,是,23,100.0%
2036,26005,倒数3期两球组合,10,最后1名,22 5 26 8,26006,35 18 12 5 23,是,5,25.0%
2037,26005,倒数4期两球组合,10,第1名,4,26006,35 18 12 5 23,否,,0%
2038,26005,倒数4期两球组合,10,最后1名,6 29 24 14 20 17,26006,35 18 12 5 23,否,,0%
2039,26005,倒数5期两球组合,10,第1名,2,26006,35 18 12 5 23,否,,0%
2040,26005,倒数5期两球组合,10,最后1名,1 5 29 30 3,26006,35 18 12 5 23,是,5,20.0%
2041,26004,最新一期两球组合,50,第1名,13,26005,16 23 2 4 35,否,,0%
2042,26004,最新一期两球组合,50,最后1名,31 24,26005,16 23 2 4 35,否,,0%
2043,26004,倒数2期两球组合,50,第1名,25,26005,16 23 2 4 35,否,,0%
2044,26004,倒数2期两球组合,50,最后1名,29,26005,16 23 2 4 35,否,,0%
2045,26004,倒数3期两球组合,50,第1名,24,26005,16 23 2 4 35,否,,0%
2046,26004,倒数3期两球组合,50,最后1名,28,26005,16 23 2 4 35,否,,0%
2047,26004,倒数4期两球组合,50,第1名,18,26005,16 23 2 4 35,否,,0%
2048,26004,倒数4期两球组合,50,最后1名,34 22,26005,16 23 2 4 35,否,,0%
2049,26004,倒数5期两球组合,50,第1名,14,26005,16 23 2 4 35,否,,0%
2050,26004,倒数5期两球组合,50,最后1名,17 15,26005,16 23 2 4 35,否,,0%
2051,26004,最新一期两球组合,30,第1名,6,26005,16 23 2 4 35,否,,0%
2052,26004,最新一期两球组合,30,最后1名,33 22,26005,16 23 2 4 35,否,,0%
2053,26004,倒数2期两球组合,30,第1名,28,26005,16 23 2 4 35,否,,0%
2054,26004,倒数2期两球组合,30,最后1名,27,26005,16 23 2 4 35,否,,0%
2055,26004,倒数3期两球组合,30,第1名,3,26005,16 23 2 4 35,否,,0%
2056,26004,倒数3期两球组合,30,最后1名,6 31 1 21,26005,16 23 2 4 35,否,,0%
2057,26004,倒数4期两球组合,30,第1名,18,26005,16 23 2 4 35,否,,0%
2058,26004,倒数4期两球组合,30,最后1名,15,26005,16 23 2 4 35,否,,0%
2059,26004,倒数5期两球组合,30,第1名,22,26005,16 23 2 4 35,否,,0%
2060,26004,倒数5期两球组合,30,最后1名,26,26005,16 23 2 4 35,否,,0%
2061,26004,最新一期两球组合,20,第1名,18,26005,16 23 2 4 35,否,,0%
2062,26004,最新一期两球组合,20,最后1名,4,26005,16 23 2 4 35,是,4,100.0%
2063,26004,倒数2期两球组合,20,第1名,11,26005,16 23 2 4 35,否,,0%
2064,26004,倒数2期两球组合,20,最后1名,29,26005,16 23 2 4 35,否,,0%
2065,26004,倒数3期两球组合,20,第1名,10,26005,16 23 2 4 35,否,,0%
2066,26004,倒数3期两球组合,20,最后1名,14 21,26005,16 23 2 4 35,否,,0%
2067,26004,倒数4期两球组合,20,第1名,35,26005,16 23 2 4 35,是,35,100.0%
2068,26004,倒数4期两球组合,20,最后1名,34 8 22,26005,16 23 2 4 35,否,,0%
2069,26004,倒数5期两球组合,20,第1名,18,26005,16 23 2 4 35,否,,0%
2070,26004,倒数5期两球组合,20,最后1名,29 27 15,26005,16 23 2 4 35,否,,0%
2071,26004,最新一期两球组合,10,第1名,32,26005,16 23 2 4 35,否,,0%
2072,26004,最新一期两球组合,10,最后1名,10,26005,16 23 2 4 35,否,,0%
2073,26004,倒数2期两球组合,10,第1名,11,26005,16 23 2 4 35,否,,0%
2074,26004,倒数2期两球组合,10,最后1名,29,26005,16 23 2 4 35,否,,0%
2075,26004,倒数3期两球组合,10,第1名,18,26005,16 23 2 4 35,否,,0%
2076,26004,倒数3期两球组合,10,最后1名,30 35 15 11,26005,16 23 2 4 35,是,35,25.0%
2077,26004,倒数4期两球组合,10,第1名,18,26005,16 23 2 4 35,否,,0%
2078,26004,倒数4期两球组合,10,最后1名,34 24 2 17 12,26005,16 23 2 4 35,是,2,20.0%
2079,26004,倒数5期两球组合,10,第1名,32,26005,16 23 2 4 35,否,,0%
2080,26004,倒数5期两球组合,10,最后1名,2 34 1 16 26 6 15,26005,16 23 2 4 35,是,2 16,28.6%
2081,26003,最新一期两球组合,50,第1名,34,26004,32 23 18 5 25,否,,0%
2082,26003,最新一期两球组合,50,最后1名,1,26004,32 23 18 5 25,否,,0%
2083,26003,倒数2期两球组合,50,第1名,9,26004,32 23 18 5 25,否,,0%
2084,26003,倒数2期两球组合,50,最后1名,7 35,26004,32 23 18 5 25,否,,0%
2085,26003,倒数3期两球组合,50,第1名,2,26004,32 23 18 5 25,否,,0%
2086,26003,倒数3期两球组合,50,最后1名,7 33,26004,32 23 18 5 25,否,,0%
2087,26003,倒数4期两球组合,50,第1名,29,26004,32 23 18 5 25,否,,0%
2088,26003,倒数4期两球组合,50,最后1名,6 7 2 23,26004,32 23 18 5 25,是,23,25.0%
2089,26003,倒数5期两球组合,50,第1名,2,26004,32 23 18 5 25,否,,0%
2090,26003,倒数5期两球组合,50,最后1名,22,26004,32 23 18 5 25,否,,0%
2091,26003,最新一期两球组合,30,第1名,34,26004,32 23 18 5 25,否,,0%
2092,26003,最新一期两球组合,30,最后1名,16,26004,32 23 18 5 25,否,,0%
2093,26003,倒数2期两球组合,30,第1名,8,26004,32 23 18 5 25,否,,0%
2094,26003,倒数2期两球组合,30,最后1名,32 21,26004,32 23 18 5 25,是,32,50.0%
2095,26003,倒数3期两球组合,30,第1名,32,26004,32 23 18 5 25,是,32,100.0%
2096,26003,倒数3期两球组合,30,最后1名,7 18,26004,32 23 18 5 25,是,18,50.0%
2097,26003,倒数4期两球组合,30,第1名,29,26004,32 23 18 5 25,否,,0%
2098,26003,倒数4期两球组合,30,最后1名,14,26004,32 23 18 5 25,否,,0%
2099,26003,倒数5期两球组合,30,第1名,9,26004,32 23 18 5 25,否,,0%
2100,26003,倒数5期两球组合,30,最后1名,30 25 24 10,26004,32 23 18 5 25,是,25,25.0%
2101,26003,最新一期两球组合,20,第1名,6,26004,32 23 18 5 25,否,,0%
2102,26003,最新一期两球组合,20,最后1名,16 26,26004,32 23 18 5 25,否,,0%
2103,26003,倒数2期两球组合,20,第1名,11,26004,32 23 18 5 25,否,,0%
2104,26003,倒数2期两球组合,20,最后1名,35,26004,32 23 18 5 25,否,,0%
2105,26003,倒数3期两球组合,20,第1名,9,26004,32 23 18 5 25,否,,0%
2106,26003,倒数3期两球组合,20,最后1名,18,26004,32 23 18 5 25,是,18,100.0%
2107,26003,倒数4期两球组合,20,第1名,9,26004,32 23 18 5 25,否,,0%
2108,26003,倒数4期两球组合,20,最后1名,26 14 5 16,26004,32 23 18 5 25,是,5,25.0%
2109,26003,倒数5期两球组合,20,第1名,16,26004,32 23 18 5 25,否,,0%
2110,26003,倒数5期两球组合,20,最后1名,19,26004,32 23 18 5 25,否,,0%
2111,26003,最新一期两球组合,10,第1名,6,26004,32 23 18 5 25,否,,0%
2112,26003,最新一期两球组合,10,最后1名,26,26004,32 23 18 5 25,否,,0%
2113,26003,倒数2期两球组合,10,第1名,11,26004,32 23 18 5 25,否,,0%
2114,26003,倒数2期两球组合,10,最后1名,2 35,26004,32 23 18 5 25,否,,0%
2115,26003,倒数3期两球组合,10,第1名,9,26004,32 23 18 5 25,否,,0%
2116,26003,倒数3期两球组合,10,最后1名,7 33 29 18,26004,32 23 18 5 25,是,18,25.0%
2117,26003,倒数4期两球组合,10,第1名,9,26004,32 23 18 5 25,否,,0%
2118,26003,倒数4期两球组合,10,最后1名,8 16,26004,32 23 18 5 25,否,,0%
2119,26003,倒数5期两球组合,10,第1名,2,26004,32 23 18 5 25,否,,0%
2120,26003,倒数5期两球组合,10,最后1名,28 1 34 13,26004,32 23 18 5 25,否,,0%
2121,26002,最新一期两球组合,50,第1名,13,26003,2 9 11 15 16,否,,0%
2122,26002,最新一期两球组合,50,最后1名,35 16,26003,2 9 11 15 16,是,16,50.0%
2123,26002,倒数2期两球组合,50,第1名,33,26003,2 9 11 15 16,否,,0%
2124,26002,倒数2期两球组合,50,最后1名,5 27,26003,2 9 11 15 16,否,,0%
2125,26002,倒数3期两球组合,50,第1名,18,26003,2 9 11 15 16,否,,0%
2126,26002,倒数3期两球组合,50,最后1名,35 1 26 31,26003,2 9 11 15 16,否,,0%
2127,26002,倒数4期两球组合,50,第1名,10,26003,2 9 11 15 16,否,,0%
2128,26002,倒数4期两球组合,50,最后1名,29 21,26003,2 9 11 15 16,否,,0%
2129,26002,倒数5期两球组合,50,第1名,11,26003,2 9 11 15 16,是,11,100.0%
2130,26002,倒数5期两球组合,50,最后1名,35,26003,2 9 11 15 16,否,,0%
2131,26002,最新一期两球组合,30,第1名,9,26003,2 9 11 15 16,是,9,100.0%
2132,26002,最新一期两球组合,30,最后1名,29 19 27 21,26003,2 9 11 15 16,否,,0%
2133,26002,倒数2期两球组合,30,第1名,4,26003,2 9 11 15 16,否,,0%
2134,26002,倒数2期两球组合,30,最后1名,19 2 16,26003,2 9 11 15 16,是,2 16,66.7%
2135,26002,倒数3期两球组合,30,第1名,20,26003,2 9 11 15 16,否,,0%
2136,26002,倒数3期两球组合,30,最后1名,2,26003,2 9 11 15 16,是,2,100.0%
2137,26002,倒数4期两球组合,30,第1名,16,26003,2 9 11 15 16,是,16,100.0%
2138,26002,倒数4期两球组合,30,最后1名,9 25 12 14 17,26003,2 9 11 15 16,是,9,20.0%
2139,26002,倒数5期两球组合,30,第1名,5,26003,2 9 11 15 16,否,,0%
2140,26002,倒数5期两球组合,30,最后1名,30 20 29 24 10 23,26003,2 9 11 15 16,否,,0%
2141,26002,最新一期两球组合,20,第1名,1,26003,2 9 11 15 16,否,,0%
2142,26002,最新一期两球组合,20,最后1名,8,26003,2 9 11 15 16,否,,0%
2143,26002,倒数2期两球组合,20,第1名,8,26003,2 9 11 15 16,否,,0%
2144,26002,倒数2期两球组合,20,最后1名,19,26003,2 9 11 15 16,否,,0%
2145,26002,倒数3期两球组合,20,第1名,31,26003,2 9 11 15 16,否,,0%
2146,26002,倒数3期两球组合,20,最后1名,26 13 15,26003,2 9 11 15 16,是,15,33.3%
2147,26002,倒数4期两球组合,20,第1名,21,26003,2 9 11 15 16,否,,0%
2148,26002,倒数4期两球组合,20,最后1名,9 1,26003,2 9 11 15 16,是,9,50.0%
2149,26002,倒数5期两球组合,20,第1名,31,26003,2 9 11 15 16,否,,0%
2150,26002,倒数5期两球组合,20,最后1名,6,26003,2 9 11 15 16,否,,0%
2151,26002,最新一期两球组合,10,第1名,13,26003,2 9 11 15 16,否,,0%
2152,26002,最新一期两球组合,10,最后1名,17,26003,2 9 11 15 16,否,,0%
2153,26002,倒数2期两球组合,10,第1名,8,26003,2 9 11 15 16,否,,0%
2154,26002,倒数2期两球组合,10,最后1名,5,26003,2 9 11 15 16,否,,0%
2155,26002,倒数3期两球组合,10,第1名,31,26003,2 9 11 15 16,否,,0%
2156,26002,倒数3期两球组合,10,最后1名,26 29 34 28 13,26003,2 9 11 15 16,否,,0%
2157,26002,倒数4期两球组合,10,第1名,15,26003,2 9 11 15 16,是,15,100.0%
2158,26002,倒数4期两球组合,10,最后1名,13,26003,2 9 11 15 16,否,,0%
2159,26002,倒数5期两球组合,10,第1名,31,26003,2 9 11 15 16,否,,0%
2160,26002,倒数5期两球组合,10,最后1名,9 19,26003,2 9 11 15 16,是,9,50.0%
2161,26001,最新一期两球组合,50,第1名,24,26002,20 8 4 15 31,否,,0%
2162,26001,最新一期两球组合,50,最后1名,18 21 14,26002,20 8 4 15 31,否,,0%
2163,26001,倒数2期两球组合,50,第1名,28,26002,20 8 4 15 31,否,,0%
2164,26001,倒数2期两球组合,50,最后1名,9,26002,20 8 4 15 31,否,,0%
2165,26001,倒数3期两球组合,50,第1名,32,26002,20 8 4 15 31,否,,0%
2166,26001,倒数3期两球组合,50,最后1名,26,26002,20 8 4 15 31,否,,0%
2167,26001,倒数4期两球组合,50,第1名,23,26002,20 8 4 15 31,否,,0%
2168,26001,倒数4期两球组合,50,最后1名,31 17 4,26002,20 8 4 15 31,是,31 4,66.7%
2169,26001,倒数5期两球组合,50,第1名,6,26002,20 8 4 15 31,否,,0%
2170,26001,倒数5期两球组合,50,最后1名,25 2,26002,20 8 4 15 31,否,,0%
2171,26001,最新一期两球组合,30,第1名,24,26002,20 8 4 15 31,否,,0%
2172,26001,最新一期两球组合,30,最后1名,13,26002,20 8 4 15 31,否,,0%
2173,26001,倒数2期两球组合,30,第1名,14,26002,20 8 4 15 31,否,,0%
2174,26001,倒数2期两球组合,30,最后1名,32 26 16 20,26002,20 8 4 15 31,是,20,25.0%
2175,26001,倒数3期两球组合,30,第1名,20,26002,20 8 4 15 31,是,20,100.0%
2176,26001,倒数3期两球组合,30,最后1名,19 33 10 24,26002,20 8 4 15 31,否,,0%
2177,26001,倒数4期两球组合,30,第1名,23,26002,20 8 4 15 31,否,,0%
2178,26001,倒数4期两球组合,30,最后1名,29 8 11,26002,20 8 4 15 31,是,8,33.3%
2179,26001,倒数5期两球组合,30,第1名,6,26002,20 8 4 15 31,否,,0%
2180,26001,倒数5期两球组合,30,最后1名,19,26002,20 8 4 15 31,否,,0%
2181,26001,最新一期两球组合,20,第1名,15,26002,20 8 4 15 31,是,15,100.0%
2182,26001,最新一期两球组合,20,最后1名,2,26002,20 8 4 15 31,否,,0%
2183,26001,倒数2期两球组合,20,第1名,14,26002,20 8 4 15 31,否,,0%
2184,26001,倒数2期两球组合,20,最后1名,29 11,26002,20 8 4 15 31,否,,0%
2185,26001,倒数3期两球组合,20,第1名,27,26002,20 8 4 15 31,否,,0%
2186,26001,倒数3期两球组合,20,最后1名,34,26002,20 8 4 15 31,否,,0%
